0 	4.38747790027918E8
1 	2.498039336260029E8
2 	1.9449481440631393E8
3 	1.6980484145154336E8
4 	1.56295748806276E8
5 	1.4909420810896605E8
6 	1.4250853161961585E8
7 	1.3230386940653007E8
8 	1.1717096983719079E8
9 	1.0854737717857015E8
10	1.0223720331799614E8
11	9.827801574975717E7
12	9.563022612177445E7
13	9.379331405119292E7
14	9.237713196821108E7
15	9.154160625423913E7
16	9.104557383042422E7
17	9.075224010140836E7
18	9.047017018122767E7
19	9.021641617563146E7
