0	6.236603453064235E8
1	5.098629082975459E8
2	4.854806818720084E8
3	4.6399701168501073E8
4	4.609692665729941E8
5	4.6053784798277014E8
6	4.603130996535424E8
7	4.6000352388940686E8
8	4.595705393177353E8
9	4.590211033422901E8
10	4.584906561919808E8
11	4.579442325879742E8
12	4.575580051986797E8
13	4.572901363523032E8
14	4.570505550595639E8
15	4.5689223561535746E8
16	4.567036307370357E8
17	4.564042030189769E8
18	4.5617780054199505E8
19	4.5598687102734846E8
